"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","920","TC_SOAP_003 - Batch Response Handling","AllSuites","2026-03-09","failed","2026-03-09","rtm.ClaimSubmissionClaimUploadTest","RtmTests","rtm.ClaimSubmissionClaimUploadTest","claimSubmissionTest"
"","673","TC_FC_001 - Valid XML Content (HIC/TPA)","AllSuites","2026-03-09","failed","2026-03-09","rtm.ClaimSubmissionRemittanceAdviceTest","RtmTests","rtm.ClaimSubmissionRemittanceAdviceTest","claimSubmissionRemittanceAdviceTest"
"","479","TC_FN_002 - Valid ZIP Extension (HIC/TPA)","AllSuites","2026-03-09","failed","2026-03-09","rtm.ClaimSubmissionRemittanceAdviceTest","RtmTests","rtm.ClaimSubmissionRemittanceAdviceTest","claimSubmissionRemittanceAdviceTest"
"","747","TC_TRANS_006 - Encounter Dates Transformation","AllSuites","2026-03-09","failed","2026-03-09","rtm.ClaimSubmissionClaimUploadTest","RtmTests","rtm.ClaimSubmissionClaimUploadTest","claimSubmissionTest"
"","821","TC_BR_001 - All Rules Passed (Clean Submission)","AllSuites","2026-03-09","failed","2026-03-09","rtm.ClaimSubmissionClaimUploadTest","RtmTests","rtm.ClaimSubmissionClaimUploadTest","claimSubmissionTest"
"","804","TC_CLM_TYP_005 - Transformation Trigger Verification","AllSuites","2026-03-09","failed","2026-03-09","rtm.ClaimSubmissionClaimUploadTest","RtmTests","rtm.ClaimSubmissionClaimUploadTest","claimSubmissionTest"
"","479","TC_CLM_TYP_007 - Data Consistency Check (Missing Mandatory Child)","AllSuites","2026-03-09","failed","2026-03-09","rtm.ClaimSubmissionClaimUploadTest","RtmTests","rtm.ClaimSubmissionClaimUploadTest","claimSubmissionTest"
"","713","TC_TRANS_008 - Activity (Line Item) Mapping","AllSuites","2026-03-09","failed","2026-03-09","rtm.ClaimSubmissionClaimUploadTest","RtmTests","rtm.ClaimSubmissionClaimUploadTest","claimSubmissionTest"
"","186","TC_HIC_WS_002 - Malformed SOAP (Not Parsable)","AllSuites","2026-03-09","broken","2026-03-09","rtm.ClaimSubmissionRemittanceAdviceTest","RtmTests","rtm.ClaimSubmissionRemittanceAdviceTest","claimSubmissionRemittanceAdviceTest"
"","392","TC_HIC_WS_005 - Unexpected Element (XSD Failure)","AllSuites","2026-03-09","broken","2026-03-09","rtm.ClaimSubmissionRemittanceAdviceTest","RtmTests","rtm.ClaimSubmissionRemittanceAdviceTest","claimSubmissionRemittanceAdviceTest"
"","3835","TC_UT_PS_005 - Verify handling of significantly large files","AllSuites","2026-03-09","failed","2026-03-09","rtm.ClaimSubmissionClaimUploadTest","RtmTests","rtm.ClaimSubmissionClaimUploadTest","claimSubmissionTest"
"","611","TC_UT_PS_004 - Verify fileContent size against Rule #115 (6MB Limit)","AllSuites","2026-03-09","broken","2026-03-09","rtm.ClaimSubmissionClaimUploadTest","RtmTests","rtm.ClaimSubmissionClaimUploadTest","claimSubmissionTest"
"","3653","TC_FN_001 - Valid XML Extension (HIC/TPA)","AllSuites","2026-03-09","failed","2026-03-09","rtm.ClaimSubmissionRemittanceAdviceTest","RtmTests","rtm.ClaimSubmissionRemittanceAdviceTest","claimSubmissionRemittanceAdviceTest"
"","597","TC_TRANS_009 - Activity VAT Extensions","AllSuites","2026-03-09","failed","2026-03-09","rtm.ClaimSubmissionClaimUploadTest","RtmTests","rtm.ClaimSubmissionClaimUploadTest","claimSubmissionTest"
"","702","TC_OUT_001 - Construct Success Output (OperationOutcome)","AllSuites","2026-03-09","failed","2026-03-09","rtm.ClaimSubmissionClaimUploadTest","RtmTests","rtm.ClaimSubmissionClaimUploadTest","claimSubmissionTest"
"","228","TC_UT_SINGLE_002 - Parsing Failure (Malformed XML)","AllSuites","2026-03-09","failed","2026-03-09","rtm.ClaimSubmissionClaimUploadTest","RtmTests","rtm.ClaimSubmissionClaimUploadTest","claimSubmissionTest"
"","633","TC_BR_005 - Scenario 1: Master Data Validation Failure","AllSuites","2026-03-09","failed","2026-03-09","rtm.ClaimSubmissionClaimUploadTest","RtmTests","rtm.ClaimSubmissionClaimUploadTest","claimSubmissionTest"
"","919","TC_UT_SINGLE_001 - Verify Single XML Processing, Routing, and Error Handling","AllSuites","2026-03-09","failed","2026-03-09","rtm.ClaimSubmissionClaimUploadTest","RtmTests","rtm.ClaimSubmissionClaimUploadTest","claimSubmissionTest"
"","1302","TC_UT_BATCH_004 - External Duplication (Vs Database)","AllSuites","2026-03-09","failed","2026-03-09","rtm.ClaimSubmissionClaimUploadTest","RtmTests","rtm.ClaimSubmissionClaimUploadTest","claimSubmissionTest"
"","954","TC_FN_006 - Rule #126 Violation (Reserved Characters)","AllSuites","2026-03-09","failed","2026-03-09","rtm.ClaimSubmissionRemittanceAdviceTest","RtmTests","rtm.ClaimSubmissionRemittanceAdviceTest","claimSubmissionRemittanceAdviceTest"
"","576","TC_UT_BATCH_004 - Unsupported Transaction (Scenario 2)","AllSuites","2026-03-09","failed","2026-03-09","rtm.ClaimSubmissionClaimUploadTest","RtmTests","rtm.ClaimSubmissionClaimUploadTest","claimSubmissionTest"
"","279","TC_TRANS_023 - Transformation Failure - Invalid Code System","AllSuites","2026-03-09","failed","2026-03-09","rtm.ClaimSubmissionClaimUploadTest","RtmTests","rtm.ClaimSubmissionClaimUploadTest","claimSubmissionTest"
"","505","TC_XSD_004 - Incorrect Length (MinLength)","AllSuites","2026-03-09","failed","2026-03-09","rtm.ClaimSubmissionClaimUploadTest","RtmTests","rtm.ClaimSubmissionClaimUploadTest","claimSubmissionTest"
"","596","TC_TRANS_021 - Transformation Failure - Invalid Data Type","AllSuites","2026-03-09","failed","2026-03-09","rtm.ClaimSubmissionClaimUploadTest","RtmTests","rtm.ClaimSubmissionClaimUploadTest","claimSubmissionTest"
"","307","TC_XSD_005 - Invalid Enumeration (Code Set)","AllSuites","2026-03-09","failed","2026-03-09","rtm.ClaimSubmissionClaimUploadTest","RtmTests","rtm.ClaimSubmissionClaimUploadTest","claimSubmissionTest"
"","1478","TC_UT_003 - Verify system behavior when XML structure violates XSD rules.","AllSuites","2026-03-09","failed","2026-03-09","rtm.ClaimSubmissionClaimUploadTest","RtmTests","rtm.ClaimSubmissionClaimUploadTest","claimSubmissionTest"
"","597","TC_TRANS_004 - Claim Financials Mapping","AllSuites","2026-03-09","failed","2026-03-09","rtm.ClaimSubmissionClaimUploadTest","RtmTests","rtm.ClaimSubmissionClaimUploadTest","claimSubmissionTest"
"","1327","TC_UT_PS_004 - Verify acceptance of fileContent exactly at the 10MB limit","AllSuites","2026-03-09","broken","2026-03-09","rtm.ClaimSubmissionClaimUploadTest","RtmTests","rtm.ClaimSubmissionClaimUploadTest","claimSubmissionTest"
"","222","TC_CLM_TYP_006 - Workflow Configuration Failure","AllSuites","2026-03-09","failed","2026-03-09","rtm.ClaimSubmissionClaimUploadTest","RtmTests","rtm.ClaimSubmissionClaimUploadTest","claimSubmissionTest"
"","1655","TC_RESUB_002 - Resubmission Type ""Internal Complaint""","AllSuites","2026-03-09","failed","2026-03-09","rtm.ClaimSubmissionClaimUploadTest","RtmTests","rtm.ClaimSubmissionClaimUploadTest","claimSubmissionTest"
"","570","TC_UT_006 - Invalid File Type (Not XML/ZIP)","AllSuites","2026-03-09","failed","2026-03-09","rtm.ClaimSubmissionClaimUploadTest","RtmTests","rtm.ClaimSubmissionClaimUploadTest","claimSubmissionTest"
"","643","TC_UT_002.5 - Validation of the fileName field: usage of reserved XML symbols (Rule #126)","AllSuites","2026-03-09","failed","2026-03-09","rtm.ClaimSubmissionClaimUploadTest","RtmTests","rtm.ClaimSubmissionClaimUploadTest","claimSubmissionTest"
"","666","TC_TRANS_018 - Multiple Diagnoses Sequence","AllSuites","2026-03-09","failed","2026-03-09","rtm.ClaimSubmissionClaimUploadTest","RtmTests","rtm.ClaimSubmissionClaimUploadTest","claimSubmissionTest"
"","462","TC_FC_005 - Invalid File Type (PDF/Image)","AllSuites","2026-03-09","failed","2026-03-09","rtm.ClaimSubmissionRemittanceAdviceTest","RtmTests","rtm.ClaimSubmissionRemittanceAdviceTest","claimSubmissionRemittanceAdviceTest"
"","627","TC_TRANS_019 - UOM (Unit of Measure) Mapping","AllSuites","2026-03-09","failed","2026-03-09","rtm.ClaimSubmissionClaimUploadTest","RtmTests","rtm.ClaimSubmissionClaimUploadTest","claimSubmissionTest"
"","633","TC_GEN_004 - Internal ID Generation Conflict","AllSuites","2026-03-09","failed","2026-03-09","rtm.ClaimSubmissionClaimUploadTest","RtmTests","rtm.ClaimSubmissionClaimUploadTest","claimSubmissionTest"
"","755","TC_BR_006 - Verify Error Transaction Storage (Scenario 1)","AllSuites","2026-03-09","failed","2026-03-09","rtm.ClaimSubmissionClaimUploadTest","RtmTests","rtm.ClaimSubmissionClaimUploadTest","claimSubmissionTest"
"","295","TC_CLM_TYP_004 - Resubmission with Attachments","AllSuites","2026-03-09","failed","2026-03-09","rtm.ClaimSubmissionClaimUploadTest","RtmTests","rtm.ClaimSubmissionClaimUploadTest","claimSubmissionTest"
"","1036","TC_TRANS_010 - Prior Authorization Mapping","AllSuites","2026-03-09","failed","2026-03-09","rtm.ClaimSubmissionClaimUploadTest","RtmTests","rtm.ClaimSubmissionClaimUploadTest","claimSubmissionTest"
"","2356","TC_UT_002 - Verify system behavior when the uploaded file is not parsable.","AllSuites","2026-03-09","failed","2026-03-09","rtm.ClaimSubmissionClaimUploadTest","RtmTests","rtm.ClaimSubmissionClaimUploadTest","claimSubmissionTest"
"","1154","TC_OUT_003 - FHIR Serialization Failure","AllSuites","2026-03-09","failed","2026-03-09","rtm.ClaimSubmissionClaimUploadTest","RtmTests","rtm.ClaimSubmissionClaimUploadTest","claimSubmissionTest"
"","976","TC_UT_004 - Missing or Empty fileContent","AllSuites","2026-03-09","failed","2026-03-09","rtm.ClaimSubmissionClaimUploadTest","RtmTests","rtm.ClaimSubmissionClaimUploadTest","claimSubmissionTest"
"","279","TC_UT_BATCH_002 - Valid ZIP Batch Processing","AllSuites","2026-03-09","failed","2026-03-09","rtm.ClaimSubmissionClaimUploadTest","RtmTests","rtm.ClaimSubmissionClaimUploadTest","claimSubmissionTest"
"","323","TC_XSD_006 - Missing Mandatory Field","AllSuites","2026-03-09","failed","2026-03-09","rtm.ClaimSubmissionClaimUploadTest","RtmTests","rtm.ClaimSubmissionClaimUploadTest","claimSubmissionTest"
"","701","TC_HIC_PS_001 - Valid File Size (Below Limit)","AllSuites","2026-03-09","failed","2026-03-09","rtm.ClaimSubmissionRemittanceAdviceTest","RtmTests","rtm.ClaimSubmissionRemittanceAdviceTest","claimSubmissionRemittanceAdviceTest"
"","202","TC_RESUB_005 - Invalid Resubmission Type","AllSuites","2026-03-09","failed","2026-03-09","rtm.ClaimSubmissionClaimUploadTest","RtmTests","rtm.ClaimSubmissionClaimUploadTest","claimSubmissionTest"
"","1312","TC_XSD_002 - Valid Batch XSD Check","AllSuites","2026-03-09","failed","2026-03-09","rtm.ClaimSubmissionClaimUploadTest","RtmTests","rtm.ClaimSubmissionClaimUploadTest","claimSubmissionTest"
"","621","TC_BR_004 - Scenario 1: Business Rule Failure (Logic Violation)","AllSuites","2026-03-09","failed","2026-03-09","rtm.ClaimSubmissionClaimUploadTest","RtmTests","rtm.ClaimSubmissionClaimUploadTest","claimSubmissionTest"
"","931","TC_CLM_TYP_001 - Identify Initial Submission (No Resubmission Tag)","AllSuites","2026-03-09","failed","2026-03-09","rtm.ClaimSubmissionClaimUploadTest","RtmTests","rtm.ClaimSubmissionClaimUploadTest","claimSubmissionTest"
"","687","TC_CLM_SOAP_VAL_001 - Verify File Name Format Validation","AllSuites","2026-03-09","failed","2026-03-09","rtm.ClaimSubmissionClaimUploadTest","RtmTests","rtm.ClaimSubmissionClaimUploadTest","claimSubmissionTest"
"","1512","TC_HIC_WS_001 - Valid Web Service Request (HIC/TPA)","AllSuites","2026-03-09","failed","2026-03-09","rtm.ClaimSubmissionRemittanceAdviceTest","RtmTests","rtm.ClaimSubmissionRemittanceAdviceTest","claimSubmissionRemittanceAdviceTest"
"","559","TC_UT_SINGLE_004 - Invalid Base64 Decoding","AllSuites","2026-03-09","failed","2026-03-09","rtm.ClaimSubmissionClaimUploadTest","RtmTests","rtm.ClaimSubmissionClaimUploadTest","claimSubmissionTest"
"","898","TC_TRANS_002 - Header Extensions (Date/Count)","AllSuites","2026-03-09","failed","2026-03-09","rtm.ClaimSubmissionClaimUploadTest","RtmTests","rtm.ClaimSubmissionClaimUploadTest","claimSubmissionTest"
"","838","TC_TRANS_011 - Observation Resource Creation","AllSuites","2026-03-09","failed","2026-03-09","rtm.ClaimSubmissionClaimUploadTest","RtmTests","rtm.ClaimSubmissionClaimUploadTest","claimSubmissionTest"
"","655","TC_FC_004 - Invalid Base64 Encoding","AllSuites","2026-03-09","failed","2026-03-09","rtm.ClaimSubmissionRemittanceAdviceTest","RtmTests","rtm.ClaimSubmissionRemittanceAdviceTest","claimSubmissionRemittanceAdviceTest"
"","566","TC_SOAP_001 - Construct Successful SOAP Response (Result 0)","AllSuites","2026-03-09","failed","2026-03-09","rtm.ClaimSubmissionClaimUploadTest","RtmTests","rtm.ClaimSubmissionClaimUploadTest","claimSubmissionTest"
"","2","Person Register test","AllSuites","2026-03-09","unknown","2026-03-09","rtm.PersonRegisterTest","RtmTests","rtm.PersonRegisterTest","personRegisterTest"
"","1817","TC_UT_ZIP_001 - Verify decompression and Rule #125 (Single XML in ZIP)","AllSuites","2026-03-09","failed","2026-03-09","rtm.ClaimSubmissionClaimUploadTest","RtmTests","rtm.ClaimSubmissionClaimUploadTest","claimSubmissionTest"
"","1074","TC_XSD_008 - Atomic Batch Failure (XSD)","AllSuites","2026-03-09","failed","2026-03-09","rtm.ClaimSubmissionClaimUploadTest","RtmTests","rtm.ClaimSubmissionClaimUploadTest","claimSubmissionTest"
"","603","TC_GEN_001 - Single Claim Storage & ID Generation","AllSuites","2026-03-09","failed","2026-03-09","rtm.ClaimSubmissionClaimUploadTest","RtmTests","rtm.ClaimSubmissionClaimUploadTest","claimSubmissionTest"
"","738","TC_SOAP_004 - Transformation Logic Failure (Intr-2)","AllSuites","2026-03-09","failed","2026-03-09","rtm.ClaimSubmissionClaimUploadTest","RtmTests","rtm.ClaimSubmissionClaimUploadTest","claimSubmissionTest"
"","965","TC_XSD_003 - Invalid Value Type","AllSuites","2026-03-09","failed","2026-03-09","rtm.ClaimSubmissionClaimUploadTest","RtmTests","rtm.ClaimSubmissionClaimUploadTest","claimSubmissionTest"
"","1583","TC_UT_ZIP_003 - Verify rejection when ZIP contains XML plus other file types","AllSuites","2026-03-09","failed","2026-03-09","rtm.ClaimSubmissionClaimUploadTest","RtmTests","rtm.ClaimSubmissionClaimUploadTest","claimSubmissionTest"
"","841","TC_FC_002 - Valid ZIP Content (HIC/TPA)","AllSuites","2026-03-09","failed","2026-03-09","rtm.ClaimSubmissionRemittanceAdviceTest","RtmTests","rtm.ClaimSubmissionRemittanceAdviceTest","claimSubmissionRemittanceAdviceTest"
"","953","TC_GEN_002 - Batch Storage & Internal IDs","AllSuites","2026-03-09","failed","2026-03-09","rtm.ClaimSubmissionClaimUploadTest","RtmTests","rtm.ClaimSubmissionClaimUploadTest","claimSubmissionTest"
"","26659","TC_UT_001 - Verify successful processing of a structurally valid XML request.","AllSuites","2026-03-09","failed","2026-03-09","rtm.ClaimSubmissionClaimUploadTest","RtmTests","rtm.ClaimSubmissionClaimUploadTest","claimSubmissionTest"
"","565","TC_BR_002 - Validation with Warnings (Scenario 2)","AllSuites","2026-03-09","failed","2026-03-09","rtm.ClaimSubmissionClaimUploadTest","RtmTests","rtm.ClaimSubmissionClaimUploadTest","claimSubmissionTest"
"","1062","TC_RESUB_007 - No Remittance Advice","AllSuites","2026-03-09","failed","2026-03-09","rtm.ClaimSubmissionClaimUploadTest","RtmTests","rtm.ClaimSubmissionClaimUploadTest","claimSubmissionTest"
"","611","TC_TRANS_005 - Encounter Core Mapping","AllSuites","2026-03-09","failed","2026-03-09","rtm.ClaimSubmissionClaimUploadTest","RtmTests","rtm.ClaimSubmissionClaimUploadTest","claimSubmissionTest"
"","618","TC_TRANS_012 - Resubmission Mapping","AllSuites","2026-03-09","failed","2026-03-09","rtm.ClaimSubmissionClaimUploadTest","RtmTests","rtm.ClaimSubmissionClaimUploadTest","claimSubmissionTest"
"","385","TC_UT_SINGLE_003 - Unsupported Transaction Type","AllSuites","2026-03-09","failed","2026-03-09","rtm.ClaimSubmissionClaimUploadTest","RtmTests","rtm.ClaimSubmissionClaimUploadTest","claimSubmissionTest"
"","638","TC_TRANS_016 - Order Date Extension","AllSuites","2026-03-09","failed","2026-03-09","rtm.ClaimSubmissionClaimUploadTest","RtmTests","rtm.ClaimSubmissionClaimUploadTest","claimSubmissionTest"
"","617","TC_TRANS_015 - Clinician Mapping","AllSuites","2026-03-09","failed","2026-03-09","rtm.ClaimSubmissionClaimUploadTest","RtmTests","rtm.ClaimSubmissionClaimUploadTest","claimSubmissionTest"
"","336","TC_TRANS_022 - Transformation Failure - Missing Mandatory SOAP Field","AllSuites","2026-03-09","failed","2026-03-09","rtm.ClaimSubmissionClaimUploadTest","RtmTests","rtm.ClaimSubmissionClaimUploadTest","claimSubmissionTest"
"","1084","TC_HIC_WS_004 - Empty Parameter Value (XSD Failure)","AllSuites","2026-03-09","failed","2026-03-09","rtm.ClaimSubmissionRemittanceAdviceTest","RtmTests","rtm.ClaimSubmissionRemittanceAdviceTest","claimSubmissionRemittanceAdviceTest"
"","297","TC_FN_008 - Empty File Name","AllSuites","2026-03-09","failed","2026-03-09","rtm.ClaimSubmissionRemittanceAdviceTest","RtmTests","rtm.ClaimSubmissionRemittanceAdviceTest","claimSubmissionRemittanceAdviceTest"
"","640","TC_UT_003 - Verify fileContent mandatory check, Base64 encoding, and file integrity","AllSuites","2026-03-09","failed","2026-03-09","rtm.ClaimSubmissionClaimUploadTest","RtmTests","rtm.ClaimSubmissionClaimUploadTest","claimSubmissionTest"
"","927","TC_TRANS_020 - Patient Emirates ID Extension","AllSuites","2026-03-09","failed","2026-03-09","rtm.ClaimSubmissionClaimUploadTest","RtmTests","rtm.ClaimSubmissionClaimUploadTest","claimSubmissionTest"
"","931","TC_RESUB_004 - Versioning Increment","AllSuites","2026-03-09","failed","2026-03-09","rtm.ClaimSubmissionClaimUploadTest","RtmTests","rtm.ClaimSubmissionClaimUploadTest","claimSubmissionTest"
"","391","TC_UT_005 - Invalid Base64 Encoding","AllSuites","2026-03-09","failed","2026-03-09","rtm.ClaimSubmissionClaimUploadTest","RtmTests","rtm.ClaimSubmissionClaimUploadTest","claimSubmissionTest"
"","908","TC_UT_ZIP_002 - Verify rejection when ZIP contains multiple XML files","AllSuites","2026-03-09","failed","2026-03-09","rtm.ClaimSubmissionClaimUploadTest","RtmTests","rtm.ClaimSubmissionClaimUploadTest","claimSubmissionTest"
"","993","TC_RESUB_003 - Resubmission Type ""Legacy""","AllSuites","2026-03-09","failed","2026-03-09","rtm.ClaimSubmissionClaimUploadTest","RtmTests","rtm.ClaimSubmissionClaimUploadTest","claimSubmissionTest"
"","194","TC_FN_007 - Control Characters (Regex Violation)","AllSuites","2026-03-09","failed","2026-03-09","rtm.ClaimSubmissionRemittanceAdviceTest","RtmTests","rtm.ClaimSubmissionRemittanceAdviceTest","claimSubmissionRemittanceAdviceTest"
"","848","TC_OUT_002 - Construct Output with Warnings","AllSuites","2026-03-09","failed","2026-03-09","rtm.ClaimSubmissionClaimUploadTest","RtmTests","rtm.ClaimSubmissionClaimUploadTest","claimSubmissionTest"
"","501","TC_UT_002.2 - Verify rejection when fileName is missing or null","AllSuites","2026-03-09","failed","2026-03-09","rtm.ClaimSubmissionClaimUploadTest","RtmTests","rtm.ClaimSubmissionClaimUploadTest","claimSubmissionTest"
"","585","TC_TRANS_017 - Patient Share Net/Gross Logic","AllSuites","2026-03-09","failed","2026-03-09","rtm.ClaimSubmissionClaimUploadTest","RtmTests","rtm.ClaimSubmissionClaimUploadTest","claimSubmissionTest"
"","609","TC_CLM_TYP_003 - Mixed Batch Routing (Initial and Resubmission)","AllSuites","2026-03-09","failed","2026-03-09","rtm.ClaimSubmissionClaimUploadTest","RtmTests","rtm.ClaimSubmissionClaimUploadTest","claimSubmissionTest"
"","2697","TC_UT_XSD_001 - Valid Single Claim XSD Check","AllSuites","2026-03-09","failed","2026-03-09","rtm.ClaimSubmissionClaimUploadTest","RtmTests","rtm.ClaimSubmissionClaimUploadTest","claimSubmissionTest"
"","961","TC_RESUB_006 - Original Claim Not Found","AllSuites","2026-03-09","failed","2026-03-09","rtm.ClaimSubmissionClaimUploadTest","RtmTests","rtm.ClaimSubmissionClaimUploadTest","claimSubmissionTest"
"","586","TC_SOAP_005 - Mapping Failure (Missing Result Code)","AllSuites","2026-03-09","failed","2026-03-09","rtm.ClaimSubmissionClaimUploadTest","RtmTests","rtm.ClaimSubmissionClaimUploadTest","claimSubmissionTest"
"","1316","TC_TRANS_001 - Header Transformation (Sender/Receiver)","AllSuites","2026-03-09","failed","2026-03-09","rtm.ClaimSubmissionClaimUploadTest","RtmTests","rtm.ClaimSubmissionClaimUploadTest","claimSubmissionTest"
"","3644","TC_FN_005 - No Extension","AllSuites","2026-03-09","failed","2026-03-09","rtm.ClaimSubmissionRemittanceAdviceTest","RtmTests","rtm.ClaimSubmissionRemittanceAdviceTest","claimSubmissionRemittanceAdviceTest"
"","5610","TC_UT_PS_004 - Verify rejection when fileContent exceeds 10MB limit","AllSuites","2026-03-09","failed","2026-03-09","rtm.ClaimSubmissionClaimUploadTest","RtmTests","rtm.ClaimSubmissionClaimUploadTest","claimSubmissionTest"
"","750","TC_UT_002.4 - Verify rejection when fileName contains restricted ASCII/Control characters","AllSuites","2026-03-09","failed","2026-03-09","rtm.ClaimSubmissionClaimUploadTest","RtmTests","rtm.ClaimSubmissionClaimUploadTest","claimSubmissionTest"
"","941","TC_FC_003 - Empty File Content","AllSuites","2026-03-09","failed","2026-03-09","rtm.ClaimSubmissionRemittanceAdviceTest","RtmTests","rtm.ClaimSubmissionRemittanceAdviceTest","claimSubmissionRemittanceAdviceTest"
"","631","TC_TRANS_013 - Dental Tooth Numbering Mapping","AllSuites","2026-03-09","failed","2026-03-09","rtm.ClaimSubmissionClaimUploadTest","RtmTests","rtm.ClaimSubmissionClaimUploadTest","claimSubmissionTest"
"","1496","TC_FN_003 - Case Insensitive Extension","AllSuites","2026-03-09","failed","2026-03-09","rtm.ClaimSubmissionRemittanceAdviceTest","RtmTests","rtm.ClaimSubmissionRemittanceAdviceTest","claimSubmissionRemittanceAdviceTest"
"","603","TC_GEN_004 - Database Persistence Failure","AllSuites","2026-03-09","failed","2026-03-09","rtm.ClaimSubmissionClaimUploadTest","RtmTests","rtm.ClaimSubmissionClaimUploadTest","claimSubmissionTest"
"","631","TC_TRANS_003 - Claim Identifiers Mapping","AllSuites","2026-03-09","failed","2026-03-09","rtm.ClaimSubmissionClaimUploadTest","RtmTests","rtm.ClaimSubmissionClaimUploadTest","claimSubmissionTest"
